College,Department,Prefix,Number,Title
College of Education,"Department of Curriculum, Instruction, and Learning",PET,6388,"Physical Activity, Health, and Disease"
College of Education,"Department of Curriculum, Instruction, and Learning",PET,6389,Fitness Assessment and Prescription
College of Education,"Department of Curriculum, Instruction, and Learning",PET,6419,Clinical Supervision in Physical Education
College of Education,"Department of Curriculum, Instruction, and Learning",PET,6443,Instructional Design and Content: Games
College of Education,"Department of Curriculum, Instruction, and Learning",PET,6444,Instructional Design and Content: Dance and Gymnastics
College of Education,"Department of Curriculum, Instruction, and Learning",PET,6447,Specialized Study in Curriculum and Instructional Process in Physical Education
College of Education,"Department of Curriculum, Instruction, and Learning",PET,6494,Legal Aspects of Physical Activity
College of Education,"Department of Curriculum, Instruction, and Learning",PET,6516,Learner Assessment in Physical Education
College of Education,"Department of Curriculum, Instruction, and Learning",PET,6525L,Laboratory Techniques in Exercise Science
College of Education,"Department of Curriculum, Instruction, and Learning",PET,6534,Research Methods in Exercise Science
College of Education,"Department of Curriculum, Instruction, and Learning",PET,6542,Grant Writing
College of Education,"Department of Curriculum, Instruction, and Learning",PET,6706,Analysis of Research in Physical Education
College of Education,"Department of Curriculum, Instruction, and Learning",PET,6716,Analysis of Teaching in Physical Education
College of Education,"Department of Curriculum, Instruction, and Learning",PET,6802,Effective Teaching and Classroom Management in Physical Education
College of Education,"Department of Curriculum, Instruction, and Learning",PET,6906,Independent Study: Professional Physical Education
College of Education,"Department of Curriculum, Instruction, and Learning",PET,6910L,Research Project in Physical Education
College of Education,"Department of Curriculum, Instruction, and Learning",PET,6947,Internship in Exercise Science
College of Education,"Department of Curriculum, Instruction, and Learning",PET,6971,Thesis: Physical Education
College of Education,"Department of Curriculum, Instruction, and Learning",PET,7937,Graduate Seminar
College of Education,"Department of Curriculum, Instruction, and Learning",RED,4310,Reading and Learning to Read
College of Education,"Department of Curriculum, Instruction, and Learning",RED,4333,Content Area Reading
College of Education,"Department of Curriculum, Instruction, and Learning",SCE,2041,Foundations of Science and Science Education
College of Education,"Department of Curriculum, Instruction, and Learning",SCE,4305,Communication Skills in the Science Classroom
College of Education,"Department of Curriculum, Instruction, and Learning",SCE,4310,Teaching Elementary School Science
College of Education,"Department of Curriculum, Instruction, and Learning",SCE,4313,Science for all Students
College of Education,"Department of Curriculum, Instruction, and Learning",SCE,4320,Teaching Methods in Middle Grade Science I
College of Education,"Department of Curriculum, Instruction, and Learning",SCE,4330,Methods of Secondary Science Education
College of Education,"Department of Curriculum, Instruction, and Learning",SCE,4863,"Science, Technology, Society Interaction"
College of Education,"Department of Curriculum, Instruction, and Learning",SCE,4936,Senior Seminar in Science Education
College of Education,"Department of Curriculum, Instruction, and Learning",SCE,4940,Internship: Science Education
College of Education,"Department of Curriculum, Instruction, and Learning",SCE,4945,Practicum in Secondary Science Education
College of Education,"Department of Curriculum, Instruction, and Learning",SCE,5325,Methods of Middle Grades Science Education
College of Education,"Department of Curriculum, Instruction, and Learning",SCE,5337,Methods of Secondary Science Education
College of Education,"Department of Curriculum, Instruction, and Learning",SCE,5564,Reading and Communication in Science Education
College of Education,"Department of Curriculum, Instruction, and Learning",SCE,6115,Trends in Science Instruction
College of Education,"Department of Curriculum, Instruction, and Learning",SCE,6315,Teaching Elementary (K-5) School Science
College of Education,"Department of Curriculum, Instruction, and Learning",SCE,6346,Foundations of Environmental Education Theory
College of Education,"Department of Curriculum, Instruction, and Learning",SCE,6416,Teaching Secondary School Biology
College of Education,"Department of Curriculum, Instruction, and Learning",SCE,6456,Teaching Secondary School Physical and Earth Science
College of Education,"Department of Curriculum, Instruction, and Learning",SCE,6634,Current Trends in Secondary Science Education
College of Education,"Department of Curriculum, Instruction, and Learning",SCE,6644,Interpreting and Teaching the Environment
College of Education,"Department of Curriculum, Instruction, and Learning",SCE,6645,"Mathematics and Science Education Policy, Change, and School Improvement"
College of Education,"Department of Curriculum, Instruction, and Learning",SCE,6735,Trends in Math and Science Education for Elementary Teachers
College of Education,"Department of Curriculum, Instruction, and Learning",SCE,6738,Trends in STEM Education for Teachers in Secondary Grades
College of Education,"Department of Curriculum, Instruction, and Learning",SCE,6803,Physical Science for Elementary Teachers
College of Education,"Department of Curriculum, Instruction, and Learning",SCE,6804,Physical Science for Secondary Grade Teachers
College of Education,"Department of Curriculum, Instruction, and Learning",SCE,6836,Teaching Earth Space in Secondary Grades
College of Education,"Department of Curriculum, Instruction, and Learning",SCE,6838,Teaching Earth Space in Elementary
College of Education,"Department of Curriculum, Instruction, and Learning",SCE,6855,Teaching Biology & Ocean Science in Elementary
College of Education,"Department of Curriculum, Instruction, and Learning",SCE,6865,Technology: Solving Societal Problems
College of Education,"Department of Curriculum, Instruction, and Learning",SCE,6866,"Understanding Mathematics, Science, and Technology: Human Enterprises"
College of Education,"Department of Curriculum, Instruction, and Learning",SCE,6876,Teaching Biology and Ocean Science in Secondary Grades
College of Education,"Department of Curriculum, Instruction, and Learning",SCE,6906,Independent Study in Science Education
College of Education,"Department of Curriculum, Instruction, and Learning",SCE,6938,Topics in Science Education: Field Practicum
College of Education,"Department of Curriculum, Instruction, and Learning",SCE,6947,Internship in Secondary Education for Social Sciences
College of Education,"Department of Curriculum, Instruction, and Learning",SCE,7076,"Historical, Social, and Epistemological Foundations of Science Education"
College of Education,"Department of Curriculum, Instruction, and Learning",SCE,7345,Theories and Practices of Science Teaching and Learning
College of Education,"Department of Curriculum, Instruction, and Learning",SCE,7636,Advanced Trends in Science Education
College of Education,"Department of Curriculum, Instruction, and Learning",SCE,7697,Socioscientific Issues in Science Education
College of Education,"Department of Curriculum, Instruction, and Learning",SCE,7740,Doctoral Research in Science Education
College of Education,"Department of Curriculum, Instruction, and Learning",SCE,7895,Philosophy and Nature of Science
College of Education,"Department of Curriculum, Instruction, and Learning",SCE,7910,Directed Research in Science Education
College of Education,"Department of Curriculum, Instruction, and Learning",SCE,7980,Dissertation
College of Education,"Department of Curriculum, Instruction, and Learning",SMT,6315,STEM Methods
College of Education,"Department of Curriculum, Instruction, and Learning",SMT,6318,Current Trends in K-12 Math and Science Assessment
College of Education,"Department of Curriculum, Instruction, and Learning",SSE,4313,Teaching Elementary (K-6) Social Studies
College of Education,"Department of Curriculum, Instruction, and Learning",SSE,4333,Teaching Middle Grades Social Science
College of Education,"Department of Curriculum, Instruction, and Learning",SSE,4334,Teaching Secondary Grades Social Science
College of Education,"Department of Curriculum, Instruction, and Learning",SSE,4335,Teaching Social Science Themes
College of Education,"Department of Curriculum, Instruction, and Learning",SSE,4380,Global and Multicultural Perspectives in Education
College of Education,"Department of Curriculum, Instruction, and Learning",SSE,4600,Reading and Basic Skills in the Social Studies Class
College of Education,"Department of Curriculum, Instruction, and Learning",SSE,4936,Senior Seminar in Social Science Education
College of Education,"Department of Curriculum, Instruction, and Learning",SSE,4940,Internship: Social Science Education
College of Education,"Department of Curriculum, Instruction, and Learning",SSE,5331,"Foundations, Curriculum & Instruction of Social Science Education"
College of Education,"Department of Curriculum, Instruction, and Learning",SSE,5332,Methods and Strategies in Social Science Education
College of Education,"Department of Curriculum, Instruction, and Learning",SSE,5641,Reading and Basic Skills in the Content Area
College of Education,"Department of Curriculum, Instruction, and Learning",SSE,5946,Practicum in Social Science Education
College of Education,"Department of Curriculum, Instruction, and Learning",SSE,6617,Trends in K-6 Social Science Education
College of Education,"Department of Curriculum, Instruction, and Learning",SSE,6636,Trends in Secondary Social Science Education
College of Education,"Department of Curriculum, Instruction, and Learning",SSE,6906,Independent Study in Social Sciences Education
College of Education,"Department of Curriculum, Instruction, and Learning",SSE,6932,Selected Topics in Social Science Education
College of Education,"Department of Curriculum, Instruction, and Learning",SSE,6947,Internship in Secondary Education for Science
College of Education,"Department of Curriculum, Instruction, and Learning",SSE,7700,Social Science Curriculum and Instruction Issues
College of Education,"Department of Curriculum, Instruction, and Learning",SSE,7710,Research in Social Science Education
College of Education,"Department of Curriculum, Instruction, and Learning",SSE,7720,Social Science Education Technological Innovations
College of Education,"Department of Curriculum, Instruction, and Learning",SSE,7910,Directed Research in Social Sciences Education
College of Education,"Department of Curriculum, Instruction, and Learning",SSE,7945,Applied Research in Social Science Education
College of Education,"Department of Curriculum, Instruction, and Learning",SSE,7980,Dissertation in Social Science Education
College of Arts and Sciences: School of Social Sciences,Department of Economics,ECO,6005,Introduction to Economic Concepts for Managers
College of Arts and Sciences: School of Social Sciences,Department of Economics,ECO,6115,Microeconomics I
College of Arts and Sciences: School of Social Sciences,Department of Economics,ECO,6120,Economic Policy Analysis
College of Arts and Sciences: School of Social Sciences,Department of Economics,ECO,6206,Macroeconomics I
College of Arts and Sciences: School of Social Sciences,Department of Economics,ECO,6405,Mathematical Economics I
College of Arts and Sciences: School of Social Sciences,Department of Economics,ECO,6424,Econometrics I
College of Arts and Sciences: School of Social Sciences,Department of Economics,ECO,6425,Econometrics II
College of Arts and Sciences: School of Social Sciences,Department of Economics,ECO,6505,Public Finance
College of Arts and Sciences: School of Social Sciences,Department of Economics,ECO,6525,Public Sector Economics
College of Arts and Sciences: School of Social Sciences,Department of Economics,ECO,6705,International Economic Issues
College of Arts and Sciences: School of Social Sciences,Department of Economics,ECO,6716,International Monetary Economics
College of Arts and Sciences: School of Social Sciences,Department of Economics,ECO,6906,Independent Study
College of Arts and Sciences: School of Social Sciences,Department of Economics,ECO,6917,Directed Research
College of Arts and Sciences: School of Social Sciences,Department of Economics,ECO,6936,Selected Topics in Economics
College of Arts and Sciences: School of Social Sciences,Department of Economics,ECO,7116,Microeconomics II
College of Arts and Sciences: School of Social Sciences,Department of Economics,ECO,7207,Macroeconomics II
College of Arts and Sciences: School of Social Sciences,Department of Economics,ECO,7406,Mathematical Economics II
College of Arts and Sciences: School of Social Sciences,Department of Economics,ECO,7426,Econometrics III
College of Arts and Sciences: School of Social Sciences,Department of Economics,ECO,7427,Econometrics IV
College of Arts and Sciences: School of Social Sciences,Department of Economics,ECO,7980,Dissertation
College of Arts and Sciences: School of Social Sciences,Department of Economics,ECP,6205,Labor Economics I
College of Arts and Sciences: School of Social Sciences,Department of Economics,ECP,6405,Industrial Organization I
College of Arts and Sciences: School of Social Sciences,Department of Economics,ECP,6415,Issues in Regulation and Antitrust
College of Arts and Sciences: School of Social Sciences,Department of Economics,ECP,6456,Law and Economics
College of Arts and Sciences: School of Social Sciences,Department of Economics,ECP,6536,Economics of Health Care I
College of Arts and Sciences: School of Social Sciences,Department of Economics,ECP,6614,Urban Economics
College of Arts and Sciences: School of Social Sciences,Department of Economics,ECP,6624,Regional Economics
College of Arts and Sciences: School of Social Sciences,Department of Economics,ECP,7207,Labor Economics II
College of Arts and Sciences: School of Social Sciences,Department of Economics,ECP,7406,Industrial Organization II
College of Arts and Sciences: School of Social Sciences,Department of Economics,ECP,7537,Economics of Health Care II
College of Arts and Sciences: School of Social Sciences,Department of Economics,ECS,6015,Economic Development
College of Arts and Sciences,Department of Economics,ECO,1000,Basic Economics
College of Arts and Sciences,Department of Economics,ECO,2013,Economic Principles (Macroeconomics)
College of Arts and Sciences,Department of Economics,ECO,2023,Economic Principles (Microeconomics)
College of Arts and Sciences,Department of Economics,ECO,2052,Analytical Tools for Economists
College of Arts and Sciences,Department of Economics,ECO,3101,Intermediate Price Theory
College of Arts and Sciences,Department of Economics,ECO,3203,Intermediate Macroeconomics
College of Arts and Sciences,Department of Economics,ECO,3622,American Economic History
College of Arts and Sciences,Department of Economics,ECO,3703,International Economics
College of Arts and Sciences,Department of Economics,ECO,4105,Advanced Price Theory
College of Arts and Sciences,Department of Economics,ECO,4201,Advanced Macroeconomic Theory
College of Arts and Sciences,Department of Economics,ECO,4270,Economic Growth
College of Arts and Sciences,Department of Economics,ECO,4303,History of Economic Thought
College of Arts and Sciences,Department of Economics,ECO,4400,Game Theory and Economic Applications
College of Arts and Sciences,Department of Economics,ECO,4401,Introduction to Mathematical Economics
College of Arts and Sciences,Department of Economics,ECO,4421,Introduction to Econometrics
College of Arts and Sciences,Department of Economics,ECO,4422,Time Series Analysis and Forecasting
College of Arts and Sciences,Department of Economics,ECO,4504,Public Finance
College of Arts and Sciences,Department of Economics,ECO,4704,International Trade and Policy
College of Arts and Sciences,Department of Economics,ECO,4713,International Macroeconomics
College of Arts and Sciences,Department of Economics,ECO,4914,Independent Research
College of Arts and Sciences,Department of Economics,ECO,4935,Selected Topics in Economics
College of Arts and Sciences,Department of Economics,ECO,4970,Economics Honors Thesis
College of Arts and Sciences,Department of Economics,ECP,3125,Economics of Inequality
College of Arts and Sciences,Department of Economics,ECP,3201,Economics of Women and Work
College of Arts and Sciences,Department of Economics,ECP,3203,Labor Economics
College of Arts and Sciences,Department of Economics,ECP,3302,Environmental Economics
College of Arts and Sciences,Department of Economics,ECP,3303,Economics and the Environment
College of Arts and Sciences,Department of Economics,ECP,3403,Industrial Organization
College of Arts and Sciences,Department of Economics,ECP,3413,Economics of Regulation and Antitrust
College of Arts and Sciences,Department of Economics,ECP,3530,Economics of Health
College of Arts and Sciences,Department of Economics,ECP,3613,Urban Economics
College of Arts and Sciences,Department of Economics,ECP,3623,Regional Economics
College of Arts and Sciences,Department of Economics,ECP,4006,Economics of Sports
College of Arts and Sciences,Department of Economics,ECP,4451,Law and Economics
College of Arts and Sciences,Department of Economics,ECP,4510,Economics of Education
College of Arts and Sciences,Department of Economics,ECP,4704,Economics of Business Strategy
College of Arts and Sciences,Department of Economics,ECS,3013,Economic Development
College of Arts and Sciences,Department of Economics,ECS,4003,Comparative Economic Systems
College of Arts and Sciences,Department of Economics,ECS,4430,Economics of Latin America
College of Education,Department of Educational and Psychological Studies,APK,4138C,Applications of Strength and Conditioning
College of Education,Department of Educational and Psychological Studies,APK,6104,Developmental Exercise Physiology
College of Education,Department of Educational and Psychological Studies,APK,6109,Cardiorespiratory Aspects of Exercise Physiology
College of Education,Department of Educational and Psychological Studies,APK,6111,Advanced Exercise Physiology
College of Education,Department of Educational and Psychological Studies,APK,6116,Neuromuscular Aspects of Exercise Physiology
College of Education,Department of Educational and Psychological Studies,APK,6406,Psychology of Exercise
College of Education,Department of Educational and Psychological Studies,APK,6431,Stress Management and Mental Performance
College of Education,Department of Educational and Psychological Studies,APK,6511,Science of Physique Enhancement
College of Education,Department of Educational and Psychological Studies,APK,6902,Controversies in Exercise and Nutrition Science
College of Education,Department of Educational and Psychological Studies,ARE,7780,Arts-Based Research
College of Education,Department of Educational and Psychological Studies,EBD,6215,Advanced Theories and Practices in Emotional Handicaps
College of Education,Department of Educational and Psychological Studies,EBD,6216,Educational Strategies for Students with Behavior Disorders
College of Education,Department of Educational and Psychological Studies,EBD,6246,Educating Students with Autism
College of Education,Department of Educational and Psychological Studies,EBD,6943,Supervised Practicum in Behavior Disorders
College of Education,Department of Educational and Psychological Studies,EDF,2005,Introduction to the Teaching Profession
College of Education,Department of Educational and Psychological Studies,EDF,2085,"Education, Diversity, and Global Society"
College of Education,Department of Educational and Psychological Studies,EDF,3122,Learning and the Developing Child
College of Education,Department of Educational and Psychological Studies,EDF,3132,Child and Adolescent Development
College of Education,Department of Educational and Psychological Studies,EDF,3214,Human Development and Learning
College of Education,Department of Educational and Psychological Studies,EDF,3228,Human Behavior and Environmental Selection
College of Education,Department of Educational and Psychological Studies,EDF,3514,History of Education in the United States
College of Education,Department of Educational and Psychological Studies,EDF,3604,Schools and Society
College of Education,Department of Educational and Psychological Studies,EDF,3802,The Dynamics of Unity
College of Education,Department of Educational and Psychological Studies,EDF,4124,Child Growth and Learning
College of Education,Department of Educational and Psychological Studies,EDF,4430,Measurement for Teachers
College of Education,Department of Educational and Psychological Studies,EDF,4440,Measurement Concepts and Assessment of All Students
College of Education,Department of Educational and Psychological Studies,EDF,4490,Global Studies in Research Design
College of Education,Department of Educational and Psychological Studies,EDF,4909,Directed Study: Educational Foundations
College of Education,Department of Educational and Psychological Studies,EDF,6120,Child Development
College of Education,Department of Educational and Psychological Studies,EDF,6133,Child & Adolescent Development and Learning
College of Education,Department of Educational and Psychological Studies,EDF,6165,Group Processes for Educational Personnel
College of Education,Department of Educational and Psychological Studies,EDF,6166,Consulting Skills for Staff Development
College of Education,Department of Educational and Psychological Studies,EDF,6211,Psychological Foundations of Education
College of Education,Department of Educational and Psychological Studies,EDF,6213,Biological Bases for Learning Behavior
College of Education,Department of Educational and Psychological Studies,EDF,6215,Learning Principles Applied to Instruction
College of Education,Department of Educational and Psychological Studies,EDF,6217,Behavior Theory and Classroom Learning
College of Education,Department of Educational and Psychological Studies,EDF,6284,Problems in Instructional Design for Computers
College of Education,Department of Educational and Psychological Studies,EDF,6288,Instructional Design I
College of Education,Department of Educational and Psychological Studies,EDF,6354,Human Development and Personality Theories
College of Education,Department of Educational and Psychological Studies,EDF,6407,Statistical Analysis for Educational Research I
College of Education,Department of Educational and Psychological Studies,EDF,6432,Foundations of Measurement
College of Education,Department of Educational and Psychological Studies,EDF,6461,Foundations of Applied Evaluation
College of Education,Department of Educational and Psychological Studies,EDF,6481,Foundations of Educational Research
College of Education,Department of Educational and Psychological Studies,EDF,6492,Applied Educational Program Evaluation
College of Education,Department of Educational and Psychological Studies,EDF,6517,Historical Foundations of American Education
College of Education,Department of Educational and Psychological Studies,EDF,6531,History of Childhood
College of Education,Department of Educational and Psychological Studies,EDF,6552,The Role of Education in a Democracy
College of Education,Department of Educational and Psychological Studies,EDF,6606,Socio-Economic Foundations of American Education
College of Education,Department of Educational and Psychological Studies,EDF,6697,Learning and Linguistic Diversity in a Transnational Context
College of Education,Department of Educational and Psychological Studies,EDF,6705,Gender and the Educational Process
College of Education,Department of Educational and Psychological Studies,EDF,6809,Introduction to Comparative and International Education
College of Education,Department of Educational and Psychological Studies,EDF,6863,Contemporary Issues and Trends in International Education
College of Education,Department of Educational and Psychological Studies,EDF,6864,International Perspectives and Practices in Gifted and Talented Education
College of Education,Department of Educational and Psychological Studies,EDF,6883,Issues in Multicultural Education
College of Education,Department of Educational and Psychological Studies,EDF,6906,Independent Study: Educational Foundations
College of Education,Department of Educational and Psychological Studies,EDF,6938,Selected Topics
College of Education,Department of Educational and Psychological Studies,EDF,6941,"Practicum in Measurement, Evaluation, and Research"
College of Education,Department of Educational and Psychological Studies,EDF,6944,Field Experience
College of Education,Department of Educational and Psychological Studies,EDF,6971,Thesis: Masters/Educational Specialist
College of Education,Department of Educational and Psychological Studies,EDF,7118,Lifespan Development
College of Education,Department of Educational and Psychological Studies,EDF,7145,Cognitive Issues in Instruction
College of Education,Department of Educational and Psychological Studies,EDF,7265,Psychology of Oral and Written Language Development
College of Education,Department of Educational and Psychological Studies,EDF,7357,Applications of Developmental Theories
College of Education,Department of Educational and Psychological Studies,EDF,7359,Resilience in Human Development
College of Education,Department of Educational and Psychological Studies,EDF,7408,Statistical Analysis for Educational Research II
College of Education,Department of Educational and Psychological Studies,EDF,7410,Design of Systematic Studies in Education
College of Education,Department of Educational and Psychological Studies,EDF,7412,Application of Structural Equation Modeling in Education
College of Education,Department of Educational and Psychological Studies,EDF,7426,Action Research in Schools
College of Education,Department of Educational and Psychological Studies,EDF,7436,Rasch Measurement Models
College of Education,Department of Educational and Psychological Studies,EDF,7437,Advanced Educational Measurement I
College of Education,Department of Educational and Psychological Studies,EDF,7438,Advanced Educational Measurement II
College of Education,Department of Educational and Psychological Studies,EDF,7439,Foundations of Item Response Theory
College of Education,Department of Educational and Psychological Studies,EDF,7462,Metaevaluation
College of Education,Department of Educational and Psychological Studies,EDF,7469,Introduction to Computer-Based Testing
College of Education,Department of Educational and Psychological Studies,EDF,7474,Applied Multilevel Modeling in Education
College of Education,Department of Educational and Psychological Studies,EDF,7475,Case Study Research in Schools and Communities
College of Education,Department of Educational and Psychological Studies,EDF,7484,Statistical Analysis for Educational Research III
College of Education,Department of Educational and Psychological Studies,EDF,7485,Theory and Practice of Program Evaluation
College of Education,Department of Educational and Psychological Studies,EDF,7488,Problems in Educational Data Analysis
College of Education,Department of Educational and Psychological Studies,EDF,7491,Consulting and Project Management Skills for Evaluators
College of Education,Department of Educational and Psychological Studies,EDF,7497,Theory and Practice of Personnel Evaluation
College of Education,Department of Educational and Psychological Studies,EDF,7498,Analysis for Single-Case Experiments
College of Education,Department of Educational and Psychological Studies,EDF,7530,History of Higher Education in the United States
College of Education,Department of Educational and Psychological Studies,EDF,7555,Moral Development and Education
College of Education,Department of Educational and Psychological Studies,EDF,7579,Theory and Practice of Collaborative Evaluation
College of Education,Department of Educational and Psychological Studies,EDF,7682,Urban Education Policy and Reform
College of Education,Department of Educational and Psychological Studies,EDF,7910,Directed Research in Measurement and Evaluation
College of Education,Department of Educational and Psychological Studies,EDF,7930,Professional Seminar
College of Education,Department of Educational and Psychological Studies,EDF,7934,Seminar in Social Foundations of Education
College of Education,Department of Educational and Psychological Studies,EDF,7940,Supervised Practicum in Evaluation
College of Education,Department of Educational and Psychological Studies,EDF,7946,Supervised Experience in College Teaching
College of Education,Department of Educational and Psychological Studies,EDF,7947,Research Practicum
College of Education,Department of Educational and Psychological Studies,EDF,7980,Dissertation
College of Education,Department of Educational and Psychological Studies,EDG,2930,Selected Topics
College of Education,Department of Educational and Psychological Studies,EDG,3361,Positive Psychology in the Schools
College of Education,Department of Educational and Psychological Studies,EDG,3943,Integrated Clinical Experience Grades K-5
College of Education,Department of Educational and Psychological Studies,EDG,4012,Standards Based Education
College of Education,Department of Educational and Psychological Studies,EDG,4376,Literacy/Literature and Social Studies/ESE
College of Education,Department of Educational and Psychological Studies,EDG,4444,Instructional Design and Classroom Management
College of Education,Department of Educational and Psychological Studies,EDG,4909,Directed Studies
College of Education,Department of Educational and Psychological Studies,EDG,4934,Final Intern Seminar
College of Education,Department of Educational and Psychological Studies,EDG,4941,Practicum in Secondary Teaching
College of Education,Department of Educational and Psychological Studies,EDG,6266,Motivation in Educational Contexts
College of Education,Department of Educational and Psychological Studies,EDG,6362,The Dynamics of Creativity
College of Education,Department of Educational and Psychological Studies,EDG,6975,Project: Master's/Specialist
College of Education,Department of Educational and Psychological Studies,EDG,7910,Directed Research
College of Education,Department of Educational and Psychological Studies,EDG,7931,Selected Topics
College of Education,Department of Educational and Psychological Studies,EDP,2210,Learning in the Real World
College of Education,Department of Educational and Psychological Studies,EDP,3271,Child Development within a School Context
College of Education,Department of Educational and Psychological Studies,EDP,3272,Learning within a School Context
College of Education,Department of Educational and Psychological Studies,EDP,3273,Learning and Development within the School Context
College of Education,Department of Educational and Psychological Studies,EDP,4275,Enhancing Children's Learning and Development within a School Context
College of Education,Department of Educational and Psychological Studies,EME,2040,Technology for Leading and Learning
College of Education,Department of Educational and Psychological Studies,EME,4390,Digital Identity
College of Education,Department of Educational and Psychological Studies,EME,5317,Technology Leadership in Education
College of Education,Department of Educational and Psychological Studies,EME,6016,Digital Citizenship and Online Safety
College of Education,Department of Educational and Psychological Studies,EME,6053,Internet in Education
College of Education,Department of Educational and Psychological Studies,EME,6055,Current Trends in Instructional Technology
College of Education,Department of Educational and Psychological Studies,EME,6076,Introduction to Online Teaching and Learning
College of Education,Department of Educational and Psychological Studies,EME,6157,Game Design & Development for Learning
College of Education,Department of Educational and Psychological Studies,EME,6207,Web Design
College of Education,Department of Educational and Psychological Studies,EME,6208,Interactive Media
College of Education,Department of Educational and Psychological Studies,EME,6209,Digital Video
College of Education,Department of Educational and Psychological Studies,EME,6215,Instructional Graphics
College of Education,Department of Educational and Psychological Studies,EME,6235,Technology Project Management
College of Education,Department of Educational and Psychological Studies,EME,6346,Data Visualization in Education
College of Education,Department of Educational and Psychological Studies,EME,6347,Digital Media and Learning
College of Education,Department of Educational and Psychological Studies,EME,6348,Predictive Learning Analytics
College of Education,Department of Educational and Psychological Studies,EME,6356,Introduction to Big Data and Learning Analytics
College of Education,Department of Educational and Psychological Studies,EME,6419,Motivational Design for Learning Technology
College of Education,Department of Educational and Psychological Studies,EME,6456,Online Teaching Methods
College of Education,Department of Educational and Psychological Studies,EME,6457,Distance Learning
College of Education,Department of Educational and Psychological Studies,EME,6613,Development of Technology-Based Instruction
College of Education,Department of Educational and Psychological Studies,EME,6614,Games Analytics for Learning
College of Education,Department of Educational and Psychological Studies,EME,6817,Data in Assessment and Accreditation
College of Education,Department of Educational and Psychological Studies,EME,6906,Independent Study in Instructional Technology
College of Education,Department of Educational and Psychological Studies,EME,6930,Programming Languages for Education
College of Education,Department of Educational and Psychological Studies,EME,6936,Applications of Computers as Educational Tools
College of Education,Department of Educational and Psychological Studies,EME,6972,Online Teaching and Learning Master's Project
College of Education,Department of Educational and Psychological Studies,EME,7458,Research in Distance Learning
College of Education,Department of Educational and Psychological Studies,EME,7615,Instructional Game Design for eBooks
College of Education,Department of Educational and Psychological Studies,EME,7631,Research in Technology Project Management
College of Education,Department of Educational and Psychological Studies,EME,7910,Directed Research in Instructional Technology
College of Education,Department of Educational and Psychological Studies,EME,7938,Computer-Augmented Instructional Paradigms in Education
College of Education,Department of Educational and Psychological Studies,EME,7939,Research in Technology-Based Education
College of Education,Department of Educational and Psychological Studies,EME,7980,Dissertation
College of Education,Department of Educational and Psychological Studies,HLP,2081,Personal Wellness: A Lifetime Commitment
College of Education,Department of Educational and Psychological Studies,HSC,2400,First Aid
College of Education,Department of Educational and Psychological Studies,PEM,2131,Weight Training
College of Education,Department of Educational and Psychological Studies,PEM,2930,Selected Topics
College of Education,Department of Educational and Psychological Studies,PET,3076,Physical Activity in Diverse Populations
College of Education,Department of Educational and Psychological Studies,PET,3211,"Stress, Health, and Disease"
College of Education,Department of Educational and Psychological Studies,PET,3312,Biomechanics
College of Education,Department of Educational and Psychological Studies,PET,3314,Survey in Exercise Science
College of Education,Department of Educational and Psychological Studies,PET,3361,Nutrition for Fitness and Sport
College of Education,Department of Educational and Psychological Studies,PET,3370,Science of Weight Management
College of Education,Department of Educational and Psychological Studies,PET,3384,Exercise Testing and Prescription
College of Education,Department of Educational and Psychological Studies,PET,3940,Practicum in Fitness/Wellness
College of Education,Department of Educational and Psychological Studies,PET,4088,Individualized Fitness/Wellness Programming
College of Education,Department of Educational and Psychological Studies,PET,4093,Strength and Conditioning
College of Education,Department of Educational and Psychological Studies,PET,4219,Exercise Psychology
College of Education,Department of Educational and Psychological Studies,PET,4413,Administration of Fitness and Wellness Centers
College of Education,Department of Educational and Psychological Studies,PET,4550,Clinical Exercise Testing and Prescription
College of Education,Department of Educational and Psychological Studies,PET,4765,Scientific Principles of Athletic Coaching
College of Education,Department of Educational and Psychological Studies,PET,4941,Internship in Fitness/Wellness
College of Education,Department of Educational and Psychological Studies,SDS,3341,Career Development for Student Athletes
College of Education,Department of Educational and Psychological Studies,SDS,4942,Practicum in Career Development for Student-Athletes
College of Education,Department of Educational and Psychological Studies,SPS,3003,The Meaning of Madness
College of Education,Department of Educational and Psychological Studies,SPS,3004,Introduction to School Psychology
College of Education,Department of Educational and Psychological Studies,SPS,6101,Child and Adolescent Behavior Disorders
College of Education,Department of Educational and Psychological Studies,SPS,6196,Assessment of Child and Adolescent Personality
College of Education,Department of Educational and Psychological Studies,SPS,6197,Psychoeducational Diagnosis and Prescription I
College of Education,Department of Educational and Psychological Studies,SPS,6198,Psychoeducational Diagnosis and Prescription II
College of Education,Department of Educational and Psychological Studies,SPS,6700C,Psychoeducational Interventions with Children and Adolescents I
College of Education,Department of Educational and Psychological Studies,SPS,6701C,Psychoeducational Interventions with Children and Adolescents II
College of Education,Department of Educational and Psychological Studies,SPS,6702C,Psychoeducational Interventions with Children and Adolescents III
College of Education,Department of Educational and Psychological Studies,SPS,6936,Graduate Seminar in School Psychology
College of Education,Department of Educational and Psychological Studies,SPS,6940,Practicum in Psychoeducational Interventions
College of Education,Department of Educational and Psychological Studies,SPS,6941,Practicum in Psychoeducational Interventions
College of Education,Department of Educational and Psychological Studies,SPS,6947,Internship
