College,Department,Prefix,Number,Title
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,6274,Scientific Inquiry
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,6275,PT Science - Gross Anatomy
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,6276,PT Science - Neuroscience
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,6277,PT Science - Physiology and Pathophysiology
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,6278,PT Science - Other Systems
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,6284C,Scientific and Professional Foundations of Physical Therapy I
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,6285C,Scientific and Professional Foundations of Physical Therapy II
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,6286,Management of Patients with Integumentary Disorders
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,6313,Medical Management III
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,6341,Medical Management II
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,6352,Pharmacology for Healthcare Professionals
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,6381,Management of Patients with CVP Disorders
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,6606,Critical Inquiry I
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,6609,Advanced Evidence-Based Practice
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,6763,Management of Patients with Neuromuscular Disorders
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,6776,Management of Patients with Musculoskeletal Disorders
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,6841,Clinical Education I - DPT
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,6863,Longitudinal Clinical Experience II
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,6932,Seminar in Physical Therapy II
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,6933,Seminar in Physical Therapy III
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,6934,Seminar in Physical Therapy IV
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,6935,Special Topics II
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,6962,Clinical Proficiency and Problem Solving III
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,6963,Clinical Proficiency and Problem Solving IV
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,7151,Health Promotion and Wellness
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,7264C,Clinical Problem Solving I - DPT
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,7265C,Clinical Problem Solving II - DPT
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,7328,Pediatric Physical Therapy
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,7399,Capstone Project
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,7402,Psychosocial Aspects of PT Practice
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,7421,Professional Issues I - DPT
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,7500,Wellness and Health Promotion
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,7507,Medical Spanish for Physical Therapists
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,7531,Professional Issues II - DPT
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,7539,Multidisciplinary Course in Patient Safety
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,7540,Patient/Client Management Seminar
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,7551,Principles of Health Policy and Management
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,7607,Critical Inquiry I - DPT
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,7617,Critical Inquiry II
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,7618,Critical Inquiry III
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,7626,Critical Inquiry II
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,7640,Biostatistics I
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,7710C,Foundations in Hand and Upper Limb Rehabilitation
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,7711C,Clinical Decision Making I for Hand and Upper Limb Rehabilitation
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,7712C,Clinical Decision Making II Hand and Upper Limb Rehabilitation
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,7730,Screening for Medical Disorders
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,7777,Musculoskeletal Clinical Problem Solving
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,7817,Critical Education II
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,7842,Clinical Education II - DPT
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,7864,Integrated Clinical Experience I
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,7866,Integrated Clinical Experience II
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,7906,Independent Study
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,7907,Physical Therapy Elective
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,7936,Special Topics III
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,7959,Capstone Seminar in Physical Therapy
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,8070,Medical Imaging in Rehabilitation
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,8179,Movement Science III - DPT
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,8266,Clinical Problem Solving III - DPT
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,8355,Pharmacology in Rehabilitation
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,8504,Service Learning
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,8523,Clinical Decision Making and Guide to PT Practice
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,8532,Managing Quality in Healthcare
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,8533,Professionalism - The Doctoring Profession
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,8550,Professional Issues III - DPT
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,8552,Business and Marketing
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,8555,Legal and Ethical Issues for Physical Therapists
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,8556,Coding and Reimbursement
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,8702,Advanced Prosthetics and Orthotics
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,8724,Anatomical Basis of Physical Therapy and Rehabilitation
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,8843,Clinical Education III - DPT
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,PHT,8900,Physical Therapy Sciences Review
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,RSD,6111,Introduction to Rehabilitation Sciences
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,RSD,6112,Advanced Rehabilitation Sciences
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,RSD,6920,Colloquium in Rehabilitation Sciences 1
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,RSD,6921,Colloquium in Rehabilitation Sciences 2
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,RSD,6941,Teaching Practicum in Rehabilitation Sciences
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,RSD,7306,Rehabilitation Ethics
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,RSD,7900,Directed Readings in Rehabilitation Sciences
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,RSD,7911,Mentored Research Apprenticeship
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,RSD,7930,Research Proseminar in Rehabilitation Sciences
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,RSD,7931,Special Topics in Chronic Disease
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,RSD,7932,Special Topics in Neuromusculoskeletal Disability
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,RSD,7933,Special Topics in Veteran's Health/Reintegration
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,RSD,7980,Dissertation - Directed Research in Rehabilitation Sciences
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,PAD,5035,Issues in Public Administration and Public Policy
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,PAD,5605,Administrative Law and Regulation
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,PAD,5700,Research Methods in Public Administration
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,PAD,5807,Urban and Local Government Administration
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,PAD,5836,Comparative Public Administration
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,PAD,6041,Ethics and Public Service
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,PAD,6056,Practice of Public Management
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,PAD,6060,Public Administration Theory
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,PAD,6105,Organization Theory and Leadership
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,PAD,6134,Project Management
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,PAD,6146,Nonprofit Management and Leadership
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,PAD,6207,Public Financial Administration
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,PAD,6208,Financial Oversight for Nonprofit Organizations
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,PAD,6222,Issues in Florida--Budgeting and Finance
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,PAD,6227,Public Budgeting
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,PAD,6231,Resource Development: Fundraising and Grantsmanship
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,PAD,6275,Political Economy for Public Managers
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,PAD,6307,Policy Design and Implementation
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,PAD,6335,Strategic Planning and Social Innovation for Public and Nonprofit Organizations
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,PAD,6336,Community Development Programs and Strategies
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,PAD,6338,Urban Land Use and Policy Administration
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,PAD,6339,Housing and Public Policy
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,PAD,6355,Urban Growth Management
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,PAD,6417,Human Resources Management
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,PAD,6427,Public Sector Labor Relations
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,PAD,6703,Quantitative Analysis in Public Administration
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,PAD,6710,Public Information Management
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,PAD,6717,GIS Applications for Urban Management
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,PAD,6907,Independent Study
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,PAD,6915,Directed Research
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,PAD,6934,Selected Topics in Public Administration
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,PAD,6946,Internship in Public Administration
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,URP,5277,GIS for Urban and Regional Planners
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,URP,6058,Community Development Planning
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,URP,6100,Planning Theory and History
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,URP,6115,"Planning, policy and politics"
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,URP,6126,Zoning and Local Economic Development
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,URP,6201,Quantitative Analysis in Urban & Regional Planning
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,URP,6232,Research Methods for Urban and Regional Planning
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,URP,6235,Terrestrial Lidar Field Methods
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,URP,6238,Lidar and 3D Applications of GIS
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,URP,6256,Urban Spatial Analysis
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,URP,6316,Land Use Planning
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,URP,6401,Planning for Resilient Communities
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,URP,6406,Urban Environmental Policy
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,URP,6422,Environmental & Planning Issues in Coastal Communities
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,URP,6439,Disaster Resilient Community
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,URP,6444,Global & Community Food Systems
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,URP,6549,Urban & Metropolitan Economic Development Strategies
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,URP,6711,Multimodal Transportation Planning
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,URP,6906,Independent Study
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,URP,6910,Supervised Research
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,URP,6930,Special Topics in Urban and Regional Planning
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,URP,6940,Internship in Urban and Regional Planning
College of Arts and Sciences: School of Social Sciences,School of Public Affairs,URP,6971,Thesis
College of Arts and Sciences,School of Public Affairs,HSC,2000,Introduction to Health Professions
College of Arts and Sciences,School of Public Affairs,LDR,3301,Leadership in Public and Community Service
College of Arts and Sciences,School of Public Affairs,PAD,3003,Introduction to Public and Community Service
College of Arts and Sciences,School of Public Affairs,PAD,4144,Nonprofit Organizations and Public Policy
College of Arts and Sciences,School of Public Affairs,PAD,4204,Public Financial Administration
College of Arts and Sciences,School of Public Affairs,PAD,4415,Personnel & Supervision in Today's Diverse Organizations
College of Arts and Sciences,School of Public Affairs,PAD,4712,Managing Information Resources in the Public Sector
College of Arts and Sciences,School of Public Affairs,PAD,4930,Selected Topics in Public Administration and Public Policy
College of Arts and Sciences,School of Public Affairs,URP,4050,Introduction to Urban Planning
College of Arts and Sciences,School of Public Affairs,URP,4052,Urban Planning and Sustainability
College of Arts and Sciences,School of Public Affairs,URS,3002,Introduction to Urban Studies
College of Arts and Sciences,School of Public Affairs,URS,4930,Special Topics in Urban Studies
College of Behavioral and Community Sciences,School of Social Work,SOW,3101,Human Behavior and the Social Environment I
College of Behavioral and Community Sciences,School of Social Work,SOW,3102,Human Behavior and the Social Environment II
College of Behavioral and Community Sciences,School of Social Work,SOW,3203,Introduction to Social Work
College of Behavioral and Community Sciences,School of Social Work,SOW,3210,The American Social Welfare System
College of Behavioral and Community Sciences,School of Social Work,SOW,3401,Research and Statistics For Social Work
College of Behavioral and Community Sciences,School of Social Work,SOW,3802,Happiness and Well-Being
College of Behavioral and Community Sciences,School of Social Work,SOW,3804,Meaning in Life
College of Behavioral and Community Sciences,School of Social Work,SOW,4134,Living Latinx: Social Work Practice
College of Behavioral and Community Sciences,School of Social Work,SOW,4233,Social Welfare Policy and Program Analysis
College of Behavioral and Community Sciences,School of Social Work,SOW,4315,Social Work Case Management with Special Populations
College of Behavioral and Community Sciences,School of Social Work,SOW,4341,Multi-Methods of Social Work Practice I: Micro-System Intervention
College of Behavioral and Community Sciences,School of Social Work,SOW,4343,Multi-Methods of Social Work Practice II: Macro-System Intervention
College of Behavioral and Community Sciences,School of Social Work,SOW,4414,Social Work Data Management
College of Behavioral and Community Sciences,School of Social Work,SOW,4510C,Integrative Seminar and Field Placement
College of Behavioral and Community Sciences,School of Social Work,SOW,4522,Multicultural America in a Global Society
College of Behavioral and Community Sciences,School of Social Work,SOW,4602,Social Work Practice in Mental Health and Health Care
College of Behavioral and Community Sciences,School of Social Work,SOW,4910,Directed Research
College of Behavioral and Community Sciences,School of Social Work,SOW,4930,Variable Topics in Social Work
College of Behavioral and Community Sciences,School of Social Work,SOW,6105,Foundations in Human Behavior
College of Behavioral and Community Sciences,School of Social Work,SOW,6124,Psychopathology
College of Behavioral and Community Sciences,School of Social Work,SOW,6126,"Health, Illness, and Disability"
College of Behavioral and Community Sciences,School of Social Work,SOW,6186,Foundations of Social Work Macro Practice
College of Behavioral and Community Sciences,School of Social Work,SOW,6235,Foundations of Social Welfare Policy
College of Behavioral and Community Sciences,School of Social Work,SOW,6236,Social Welfare Policy Development and Analysis
College of Behavioral and Community Sciences,School of Social Work,SOW,6305,Foundations of Social Work Micro Practice
College of Behavioral and Community Sciences,School of Social Work,SOW,6342,Social Work Practice with Individuals
College of Behavioral and Community Sciences,School of Social Work,SOW,6362,Social Work Practice with Couples and Families
College of Behavioral and Community Sciences,School of Social Work,SOW,6368,Social Work Practice with Groups
College of Behavioral and Community Sciences,School of Social Work,SOW,6405,Foundations of Social Work Research and Statistics
College of Behavioral and Community Sciences,School of Social Work,SOW,6438,Evaluation of Clinical Practice in Diverse Setting
College of Behavioral and Community Sciences,School of Social Work,SOW,6534,Field Instruction I
College of Behavioral and Community Sciences,School of Social Work,SOW,6535,Field Instruction II
College of Behavioral and Community Sciences,School of Social Work,SOW,6536,Field Instruction III
College of Behavioral and Community Sciences,School of Social Work,SOW,6539,Field Instruction IV
College of Behavioral and Community Sciences,School of Social Work,SOW,6553,Field Instruction Sequence IA: Part-Time
College of Behavioral and Community Sciences,School of Social Work,SOW,6554,Field Instruction Sequence IB: Part-Time
College of Behavioral and Community Sciences,School of Social Work,SOW,6555,Field Instruction Sequence IIA: Part-Time
College of Behavioral and Community Sciences,School of Social Work,SOW,6556,Field Instruction Sequence IIB: Part-Time
College of Behavioral and Community Sciences,School of Social Work,SOW,6557,Field Instruction Sequence IIC: Part-Time
College of Behavioral and Community Sciences,School of Social Work,SOW,6558,Field Instruction Sequence IIIA: Part-Time
College of Behavioral and Community Sciences,School of Social Work,SOW,6652,Child Maltreatment
College of Behavioral and Community Sciences,School of Social Work,SOW,6900,Independent Study
College of Behavioral and Community Sciences,School of Social Work,SOW,6931,Selected Topics in Social Work
College of Behavioral and Community Sciences,School of Social Work,SOW,7417,Advanced Statistics in Social Work Research
College of Behavioral and Community Sciences,School of Social Work,SOW,7491,Theoretical Perspectives in Social Work Research
College of Behavioral and Community Sciences,School of Social Work,SOW,7497,Quantitative Methods in Social Work Research
College of Behavioral and Community Sciences,School of Social Work,SOW,7616,Advanced Clinical Practice with Complex Problems
College of Behavioral and Community Sciences,School of Social Work,SOW,7775,Critical Issues in Social Work
College of Behavioral and Community Sciences,School of Social Work,SOW,7776,The Social Work Educator in the University
College of Behavioral and Community Sciences,School of Social Work,SOW,7919,Directed Studies in Social Work Research
College of Behavioral and Community Sciences,School of Social Work,SOW,7980,Dissertation Hours
College of Behavioral and Community Sciences,School of Social Work,SOW,7981,Scientific Communication and Dissemination Practices
College of Behavioral and Community Sciences,School of Social Work,SOW,8907,Social Work Capstone
College of The Arts,School of Theatre and Dance,DAA,2100,Fundamentals Of Modern Dance
College of The Arts,School of Theatre and Dance,DAA,2104,Modern Dance I
College of The Arts,School of Theatre and Dance,DAA,2200,Fundamentals Of Ballet
College of The Arts,School of Theatre and Dance,DAA,2204,Ballet I
College of The Arts,School of Theatre and Dance,DAA,2500,Fundamentals Of Jazz Dance
College of The Arts,School of Theatre and Dance,DAA,2504,Jazz Dance
College of The Arts,School of Theatre and Dance,DAA,3108,Modern Dance II
College of The Arts,School of Theatre and Dance,DAA,3109,Modern Dance III
College of The Arts,School of Theatre and Dance,DAA,3209,Ballet III
College of The Arts,School of Theatre and Dance,DAA,3214,Ballet II
College of The Arts,School of Theatre and Dance,DAA,3294,Ballet Variations
College of The Arts,School of Theatre and Dance,DAA,3395,World Dance Topics
College of The Arts,School of Theatre and Dance,DAA,3614,Choreography I
College of The Arts,School of Theatre and Dance,DAA,3615,Choreography II
College of The Arts,School of Theatre and Dance,DAA,3624,Dance Improvisation
College of The Arts,School of Theatre and Dance,DAA,3654,Repertory I
College of The Arts,School of Theatre and Dance,DAA,3684,Repertory II
College of The Arts,School of Theatre and Dance,DAA,3686,Junior Performance Project
College of The Arts,School of Theatre and Dance,DAA,4110,Modern Dance IV
College of The Arts,School of Theatre and Dance,DAA,4211,Ballet IV
College of The Arts,School of Theatre and Dance,DAA,4616,Choreography III
College of The Arts,School of Theatre and Dance,DAA,4617,Choreography IV
College of The Arts,School of Theatre and Dance,DAA,4687,Performance
College of The Arts,School of Theatre and Dance,DAA,4694,Senior Choreography Project
College of The Arts,School of Theatre and Dance,DAE,4340,Dance Pedagogy: Secondary Curriculum
College of The Arts,School of Theatre and Dance,DAE,4340L,Dance Pedagogy: Internship
College of The Arts,School of Theatre and Dance,DAE,4394,Senior Seminar In Dance Education
College of The Arts,School of Theatre and Dance,DAN,2100,Understanding the Dance Experience
College of The Arts,School of Theatre and Dance,DAN,2160,Entry Seminar
College of The Arts,School of Theatre and Dance,DAN,3584,Technical Theatre in Dance
College of The Arts,School of Theatre and Dance,DAN,3714,Dance Kinesiology
College of The Arts,School of Theatre and Dance,DAN,4134,Ballet History
College of The Arts,School of Theatre and Dance,DAN,4135,20th Century Dance History
College of The Arts,School of Theatre and Dance,DAN,4162,Research in Dance I
College of The Arts,School of Theatre and Dance,DAN,4163,Research in Dance II
College of The Arts,School of Theatre and Dance,DAN,4180,Dance Senior Seminar
College of The Arts,School of Theatre and Dance,DAN,4434,Laban Movement Analysis
College of The Arts,School of Theatre and Dance,DAN,4906,Directed Study
College of The Arts,School of Theatre and Dance,DAN,4930,Selected Topics In Dance
College of The Arts,School of Theatre and Dance,IDS,4377,Community-Based Arts Practice
College of The Arts,School of Theatre and Dance,THE,2000,Theater and Culture
College of The Arts,School of Theatre and Dance,THE,2020,Introduction to Theatre
College of The Arts,School of Theatre and Dance,THE,2023,Entry Seminar: Theatre as an Art Form
College of The Arts,School of Theatre and Dance,THE,2252,Great Performances on Film
College of The Arts,School of Theatre and Dance,THE,2305,Script Analysis
College of The Arts,School of Theatre and Dance,THE,3110,Theatre History I
College of The Arts,School of Theatre and Dance,THE,3111,Theatre History II
College of The Arts,School of Theatre and Dance,THE,4264,History of Costume
College of The Arts,School of Theatre and Dance,THE,4283,Architecture And Decoration
College of The Arts,School of Theatre and Dance,THE,4330,Shakespeare for the Theatre
College of The Arts,School of Theatre and Dance,THE,4401,American Drama
College of The Arts,School of Theatre and Dance,THE,4434,Caribbean Theatre
College of The Arts,School of Theatre and Dance,THE,4480,Drama-Special Topics
College of The Arts,School of Theatre and Dance,THE,4562,Contemporary Performance Theory
College of The Arts,School of Theatre and Dance,THE,4574,Sport as Performance
College of The Arts,School of Theatre and Dance,THE,4905,Directed Studies
College of The Arts,School of Theatre and Dance,THE,4930,Selected Topics In Theatre
College of The Arts,School of Theatre and Dance,THE,5909,Directed Studies
College of The Arts,School of Theatre and Dance,THE,5931,Selected Topics in Theatre
College of The Arts,School of Theatre and Dance,TPA,2200,Introduction to Technical Theatre I
College of The Arts,School of Theatre and Dance,TPA,2211,Introduction to Technical Theatre II
College of The Arts,School of Theatre and Dance,TPA,2220,Introduction to Technical Theatre III
College of The Arts,School of Theatre and Dance,TPA,2220L,Technical Theatre Lab III
College of The Arts,School of Theatre and Dance,TPA,2248,Workshop In Stage Makeup
College of The Arts,School of Theatre and Dance,TPA,2290L,Technical Theatre Lab I
College of The Arts,School of Theatre and Dance,TPA,2291L,Technical Theatre Lab II
College of The Arts,School of Theatre and Dance,TPA,2292,Production Involvement I
College of The Arts,School of Theatre and Dance,TPA,3007,Introduction to Design I
College of The Arts,School of Theatre and Dance,TPA,3007C,Introduction to Entertainment Design
College of The Arts,School of Theatre and Dance,TPA,3008,Introduction to Design II
College of The Arts,School of Theatre and Dance,TPA,3208,Drafting and CAD I
College of The Arts,School of Theatre and Dance,TPA,3223C,Technical Theatre: Lighting
College of The Arts,School of Theatre and Dance,TPA,3231C,Technical Theatre: Costume Construction
College of The Arts,School of Theatre and Dance,TPA,3251,Drafting and CAD II
College of The Arts,School of Theatre and Dance,TPA,3265,Sound For The Stage
College of The Arts,School of Theatre and Dance,TPA,3289C,Technical Theatre I: Scenic Technology
College of The Arts,School of Theatre and Dance,TPA,3296,Design Practicum
College of The Arts,School of Theatre and Dance,TPA,3601,Stage Management
College of The Arts,School of Theatre and Dance,TPA,4011,Design Studio I
College of The Arts,School of Theatre and Dance,TPA,4011C,Design Studio: Scenic Design
College of The Arts,School of Theatre and Dance,TPA,4013,Lighting Design
College of The Arts,School of Theatre and Dance,TPA,4013C,Design Studio: Lighting Design
College of The Arts,School of Theatre and Dance,TPA,4045,Costume Design
College of The Arts,School of Theatre and Dance,TPA,4045C,Design Studio: Costume Design
College of The Arts,School of Theatre and Dance,TPA,4077,Scene Painting
College of The Arts,School of Theatre and Dance,TPA,4094C,Advanced Entertainment Design
College of The Arts,School of Theatre and Dance,TPA,4273,Stage Properties: Techniques And Materials Studio
College of The Arts,School of Theatre and Dance,TPA,4293,Production Involvement II
College of The Arts,School of Theatre and Dance,TPA,4298,Advanced Design Practicum
College of The Arts,School of Theatre and Dance,TPA,4359C,Advanced Theatre Technology
College of The Arts,School of Theatre and Dance,TPA,4993C,Portfolio
College of The Arts,School of Theatre and Dance,TPP,2110,Acting I
College of The Arts,School of Theatre and Dance,TPP,2190,Studio Theatre Performance I
College of The Arts,School of Theatre and Dance,TPP,3121,Improvisation I
College of The Arts,School of Theatre and Dance,TPP,3155,Acting II
College of The Arts,School of Theatre and Dance,TPP,3230,Laboratory Workshop In Performance
College of The Arts,School of Theatre and Dance,TPP,3251C,Acting the Song
College of The Arts,School of Theatre and Dance,TPP,3252C,Musical Theater Scene Study
College of The Arts,School of Theatre and Dance,TPP,3510,Movement for Actors
College of The Arts,School of Theatre and Dance,TPP,3580,Special Skills In Movement
College of The Arts,School of Theatre and Dance,TPP,3790,Voice for Actors
College of The Arts,School of Theatre and Dance,TPP,4140,Styles of Acting
College of The Arts,School of Theatre and Dance,TPP,4180,Acting III
College of The Arts,School of Theatre and Dance,TPP,4193,Studio Theatre Performance II
College of The Arts,School of Theatre and Dance,TPP,4221,Audition Workshop for Actors
College of The Arts,School of Theatre and Dance,TPP,4235,Ensemble Studio
College of The Arts,School of Theatre and Dance,TPP,4310,Directing I
College of The Arts,School of Theatre and Dance,TPP,4600,Writing For The Theatre
College of The Arts,School of Theatre and Dance,TPP,4920,Special Topics in Performance
College of The Arts,School of Theatre and Dance,TPP,4923,Music Theatre Workshop
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,ADV,5005,Advertising Planning
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,ADV,5315,Interactive Advertising
