,College,Department,Title,tags,courses
5659,College of The Arts,School of Music,Trombone Principal,Culture,MVB 2323
5660,College of The Arts,School of Music,Euphonium Principal,Culture,MVB 2324
5661,College of The Arts,School of Music,Tuba Principal,Culture,MVB 2325
5662,College of The Arts,School of Music,Trumpet Major,Culture,MVB 2421
5663,College of The Arts,School of Music,French Horn Major,Culture,MVB 2422
5664,College of The Arts,School of Music,Trombone Major,Culture,MVB 2423
5665,College of The Arts,School of Music,Euphonium Major,Culture,MVB 2424
5666,College of The Arts,School of Music,Tuba Major,Culture,MVB 2425
5667,College of The Arts,School of Music,Trumpet Principal,Culture,MVB 3331
5668,College of The Arts,School of Music,French Horn Principal,Culture,MVB 3332
5669,College of The Arts,School of Music,Trombone Principal,Culture,MVB 3333
5670,College of The Arts,School of Music,Euphonium Principal,Culture,MVB 3334
5671,College of The Arts,School of Music,Tuba Principal,Culture,MVB 3335
5672,College of The Arts,School of Music,Trumpet Major,Culture,MVB 3431
5673,College of The Arts,School of Music,French Horn Major,Culture,MVB 3432
5674,College of The Arts,School of Music,Trombone Major,Culture,MVB 3433
5675,College of The Arts,School of Music,Euphonium Major,Culture,MVB 3434
5676,College of The Arts,School of Music,Tuba Major,Culture,MVB 3435
5677,College of The Arts,School of Music,Trumpet Principal,Culture,MVB 4341
5678,College of The Arts,School of Music,French Horn Principal,Culture,MVB 4342
5679,College of The Arts,School of Music,Trombone Principal,Culture,MVB 4343
5680,College of The Arts,School of Music,Euphonium Principal,Culture,MVB 4344
5681,College of The Arts,School of Music,Tuba Principal,Culture,MVB 4345
5682,College of The Arts,School of Music,Trumpet Major,Culture,MVB 4441
5683,College of The Arts,School of Music,French Horn Major,Culture,MVB 4442
5684,College of The Arts,School of Music,Trombone Major,Culture,MVB 4443
5685,College of The Arts,School of Music,Euphonium Major,Culture,MVB 4444
5686,College of The Arts,School of Music,Tuba Major,Culture,MVB 4445
5687,College of The Arts,School of Music,Applied Trumpet,Culture,MVB 5251
5688,College of The Arts,School of Music,Applied French Horn,Culture,MVB 5252
5689,College of The Arts,School of Music,Applied Trombone,Culture,MVB 5253
5690,College of The Arts,School of Music,Applied Euphonium,Culture,MVB 5254
5691,College of The Arts,School of Music,Applied Tuba,Culture,MVB 5255
5692,College of The Arts,School of Music,Applied Trumpet,Culture,MVB 6451
5693,College of The Arts,School of Music,Applied French Horn,Culture,MVB 6452
5694,College of The Arts,School of Music,Applied Trombone,Culture,MVB 6453
5695,College of The Arts,School of Music,Applied Euphonium,Culture,MVB 6454
5696,College of The Arts,School of Music,Applied Tuba,Culture,MVB 6455
5697,College of The Arts,School of Music,Applied Jazz Piano,Culture,MVJ 1210
5698,College of The Arts,School of Music,Jazz Percussion,Culture,MVJ 1219
5699,College of The Arts,School of Music,Applied Jazz Piano Principal,Culture,MVJ 1310
5700,College of The Arts,School of Music,Jazz Guitar Principal,Culture,MVJ 1313
5701,College of The Arts,School of Music,Jazz Bass Principal,Culture,MVJ 1314
5702,College of The Arts,School of Music,Applied Jazz Percussion Principal,Culture,MVJ 1319
5703,College of The Arts,School of Music,Applied Jazz Piano Major,Culture,MVJ 1410
5704,College of The Arts,School of Music,Jazz Guitar Major,Culture,MVJ 1413
5705,College of The Arts,School of Music,Jazz Bass Major,Culture,MVJ 1414
5706,College of The Arts,School of Music,Jazz Percussion Major,Culture,MVJ 1419
5707,College of The Arts,School of Music,Jazz Keyboard Skills,Culture,MVJ 2110
5708,College of The Arts,School of Music,Applied Jazz Piano Principal,Culture,MVJ 2320
5709,College of The Arts,School of Music,Jazz Guitar Principal,Culture,MVJ 2323
5710,College of The Arts,School of Music,Jazz Bass Principal,Culture,MVJ 2324
5711,College of The Arts,School of Music,Applied Jazz Percussion Principal,Culture,MVJ 2329
5712,College of The Arts,School of Music,Applied Jazz Piano Major,Culture,MVJ 2420
5713,College of The Arts,School of Music,Jazz Guitar Major,Culture,MVJ 2423
5714,College of The Arts,School of Music,Jazz Bass Major,Culture,MVJ 2424
5715,College of The Arts,School of Music,Jazz Percussion Major,Culture,MVJ 2425
5716,College of The Arts,School of Music,Applied Jazz Piano Principal,Culture,MVJ 3330
5717,College of The Arts,School of Music,Jazz Guitar Principal,Culture,MVJ 3333
5718,College of The Arts,School of Music,Jazz Bass Principal,Culture,MVJ 3334
5719,College of The Arts,School of Music,Applied Jazz Percussion Principal,Culture,MVJ 3339
5720,College of The Arts,School of Music,Applied Jazz Piano Major,Culture,MVJ 3430
5721,College of The Arts,School of Music,Jazz Guitar Major,Culture,MVJ 3433
5722,College of The Arts,School of Music,Jazz Bass Major,Culture,MVJ 3434
5723,College of The Arts,School of Music,Applied Jazz Percussion,Culture,MVJ 3439
5724,College of The Arts,School of Music,Jazz Piano Principal,Culture,MVJ 4340
5725,College of The Arts,School of Music,Jazz Bass Principal,Culture,MVJ 4344
5726,College of The Arts,School of Music,Jazz Percussion Principal,Culture,MVJ 4349
5727,College of The Arts,School of Music,Jazz Guitar Major,Culture,MVJ 4443
5728,College of The Arts,School of Music,Jazz Bass Major,Culture,MVJ 4444
5729,College of The Arts,School of Music,Jazz Percussion Major,Culture,MVJ 4449
5730,College of The Arts,School of Music,Applied Jazz Performance,Culture,MVJ 4950
5731,College of The Arts,School of Music,Applied Jazz Piano Secondary,Culture,MVJ 5250
5732,College of The Arts,School of Music,Applied Jazz Guitar Secondary,Culture,MVJ 5253
5733,College of The Arts,School of Music,Applied Jazz Bass Secondary,Culture,MVJ 5254
5734,College of The Arts,School of Music,Applied Jazz Percussion Secondary,Culture,MVJ 5259
5735,College of The Arts,School of Music,Applied Jazz Performance,Culture,MVJ 5951
5736,College of The Arts,School of Music,Applied Jazz Piano Major,Culture,MVJ 6460
5737,College of The Arts,School of Music,Applied Jazz Guitar,Culture,MVJ 6463
5738,College of The Arts,School of Music,Applied Jazz Bass,Culture,MVJ 6464
5739,College of The Arts,School of Music,Applied Jazz Percussion,Culture,MVJ 6469
5740,College of The Arts,School of Music,Applied Jazz Performance,Culture,MVJ 6952
5741,College of The Arts,School of Music,Keyboard Skills I,Culture,MVK 1111
5742,College of The Arts,School of Music,Keyboard Skills II,Culture,MVK 1125
5743,College of The Arts,School of Music,Piano Principal,Culture,MVK 1311
5744,College of The Arts,School of Music,Piano Major,Culture,MVK 1411
5745,College of The Arts,School of Music,Beginning Piano I,Culture,MVK 1811
5746,College of The Arts,School of Music,Keyboard Skills III,Culture,MVK 2121
5747,College of The Arts,School of Music,Keyboard Skills IV,Culture,MVK 2122
5748,College of The Arts,School of Music,Piano Principal,Culture,MVK 2321
5749,College of The Arts,School of Music,Piano Major,Culture,MVK 2421
5750,College of The Arts,School of Music,Intermediate Piano,Culture,MVK 2813
5751,College of The Arts,School of Music,Piano Principal,Culture,MVK 3331
5752,College of The Arts,School of Music,Piano Major,Culture,MVK 3431
5753,College of The Arts,School of Music,Advanced Keyboard Skills,Culture,MVK 3473C
5754,College of The Arts,School of Music,Piano Principal,Culture,MVK 4341
5755,College of The Arts,School of Music,Piano Major,Culture,MVK 4441
5756,College of The Arts,School of Music,Piano Pedagogy I,Culture,MVK 4640
5757,College of The Arts,School of Music,Piano Pedagogy II,Culture,MVK 4641
5758,College of The Arts,School of Music,Applied Piano,Culture,MVK 5251
5759,College of The Arts,School of Music,Applied Piano,Culture,MVK 6451
5760,College of The Arts,School of Music,Graduate Piano Pedagogy I,Culture,MVK 6650
5761,College of The Arts,School of Music,Graduate Piano Pedagogy II,Culture,MVK 6651
5762,College of The Arts,School of Music,Percussion Principal,Culture,MVP 1311
5763,College of The Arts,School of Music,Percussion Major,Culture,MVP 1411
5764,College of The Arts,School of Music,Percussion Principal,Culture,MVP 2321
5765,College of The Arts,School of Music,Percussion Major,Culture,MVP 2421
5766,College of The Arts,School of Music,Percussion Principal,Culture,MVP 3331
5767,College of The Arts,School of Music,Percussion Major,Culture,MVP 3431
5768,College of The Arts,School of Music,Percussion Principal,Culture,MVP 4341
5769,College of The Arts,School of Music,Percussion Major,Culture,MVP 4441
5770,College of The Arts,School of Music,"Applied Percussion, Secondary",Culture,MVP 5251
5771,College of The Arts,School of Music,Applied Percussion,Culture,MVP 6451
5772,College of The Arts,School of Music,Applied Violin,Culture,MVS 1211
5773,College of The Arts,School of Music,Applied Violoncello,Culture,MVS 1213
5774,College of The Arts,School of Music,Violin Principal,Culture,MVS 1311
5775,College of The Arts,School of Music,Viola Principal,Culture,MVS 1312
5776,College of The Arts,School of Music,Violoncello Principal,Culture,MVS 1313
5777,College of The Arts,School of Music,Double Bass Principal,Culture,MVS 1314
5778,College of The Arts,School of Music,Violin Major,Culture,MVS 1411
5779,College of The Arts,School of Music,Viola Major,Culture,MVS 1412
5780,College of The Arts,School of Music,Cello Major,Culture,MVS 1413
5781,College of The Arts,School of Music,Double Bass Major,Culture,MVS 1414
5782,College of The Arts,School of Music,Violin Principal,Culture,MVS 2321
5783,College of The Arts,School of Music,Viola Principal,Culture,MVS 2322
5784,College of The Arts,School of Music,Violoncello Principal,Culture,MVS 2323
5785,College of The Arts,School of Music,Double Bass Principal,Culture,MVS 2324
5786,College of The Arts,School of Music,Violin Major,Culture,MVS 2421
5787,College of The Arts,School of Music,Viola Major,Culture,MVS 2422
5788,College of The Arts,School of Music,Cello Major,Culture,MVS 2423
5789,College of The Arts,School of Music,Double Bass Major,Culture,MVS 2424
5790,College of The Arts,School of Music,Violin Principal,Culture,MVS 3331
5791,College of The Arts,School of Music,Viola Principal,Culture,MVS 3332
5792,College of The Arts,School of Music,Violoncello Principal,Culture,MVS 3333
5793,College of The Arts,School of Music,Double Bass Principal,Culture,MVS 3334
5794,College of The Arts,School of Music,Violin Major,Culture,MVS 3431
5795,College of The Arts,School of Music,Viola Major,Culture,MVS 3432
5796,College of The Arts,School of Music,Cello Major,Culture,MVS 3433
5797,College of The Arts,School of Music,Double Bass Major,Culture,MVS 3434
5798,College of The Arts,School of Music,Violin Principal,Culture,MVS 4341
5799,College of The Arts,School of Music,Viola Principal,Culture,MVS 4342
5800,College of The Arts,School of Music,Violoncello Principal,Culture,MVS 4343
5801,College of The Arts,School of Music,Double Bass Principal,Culture,MVS 4344
5802,College of The Arts,School of Music,Violin Major,Culture,MVS 4441
5803,College of The Arts,School of Music,Viola Major,Culture,MVS 4442
5804,College of The Arts,School of Music,Cello Major,Culture,MVS 4443
5805,College of The Arts,School of Music,Double Bass Major,Culture,MVS 4444
5806,College of The Arts,School of Music,Applied Violin,Culture,MVS 5251
5807,College of The Arts,School of Music,Applied Viola,Culture,MVS 5252
5808,College of The Arts,School of Music,Applied Cello,Culture,MVS 5253
